176.279||1||0||9||20||0||
154.214||0||0||9||100||1||
304.415||0||0||9||100||0||
37.4237||1||0||9||100||0||
68.2529||1||0||9||90||0||
149.072||1||1||7||17||0||
80.0849||1||0||9||90||0||
23.8592||1||14||7||5||0||
86.6473||1||11||7||90||0||
334.451||0||0||9||100||1||
147.63||1||0||9||100||1||
118.708||1||0||9||70||1||
122.363||0||8||7||10||1||
245.845||0||11||7||100||0||
40.477||1||12||7||89||1||
28.8867||1||0||9||70||0||
23.7111||1||14||6||90||0||
66.6197||1||12||7||50||0||
91.261||1||0||9||20||1||
289.206||1||13||6||100||0||
254.68||0||8||7||10||1||
54.3984||1||13||7||97||1||
242.561||0||15||7||100||1||
231.266||0||15||7||90||1||
88.9675||0||15||7||90||1||
34.1214||1||11||6||70||0||
80.6905||1||0||9||80||0||
364.157||0||0||9||90||0||
131.372||1||0||9||100||0||
38.3097||1||10||7||80||0||
42.346||1||10||7||60||0||
83.4605||1||0||7||21||0||
213.131||1||0||9||49||1||
160.429||1||0||9||98||0||
275.98||0||7||6||10||1||
79.0405||0||0||9||20||0||
294.385||0||0||9||100||1||
109.221||1||13||7||90||0||
197.186||0||14||8||100||1||
34.4643||1||0||9||100||0||
77.5777||1||0||9||90||0||
128.608||1||0||9||100||0||
215.621||0||6||6||60||0||
134.022||1||9||7||29||0||
73.0592||1||0||9||50||1||
246.506||0||0||9||100||1||
92.5874||1||0||9||12||0||
59.421||1||0||9||18||0||
116.522||1||0||9||100||0||
120.863||1||2||7||2||1||
88.3324||1||0||9||90||0||
162.512||0||0||9||60||1||
168.382||1||8||7||61||0||
153.927||0||34||7||75||1||
165.642||1||7||7||29||0||
233.078||0||0||9||100||1||
198.97||0||0||9||50||1||
174.163||1||0||9||50||1||
125.023||0||0||9||10||1||
137.48||1||0||9||90||0||
247.669||1||0||9||30||0||
26.7195||1||9||8||83||0||
64.9017||1||7||7||39||0||
271.517||0||15||7||90||1||
178.571||1||14||7||100||0||
95.5396||1||10||7||50||1||
107.437||1||0||9||80||0||
125.485||0||10||7||20||1||
77.6011||1||0||9||100||1||
113.278||0||2||7||35||1||
180.635||0||15||7||100||1||
23.6607||1||0||9||23||0||
106.625||1||0||9||30||1||
120.044||1||0||9||80||0||
176.227||1||0||9||99||0||
37.184||1||0||9||17||0||
142.192||1||14||7||90||0||
65.9615||1||11||7||40||0||
23.3082||1||0||7||15||1||
69.5557||1||13||7||10||1||
81.2223||1||0||9||90||0||
177.064||0||0||9||98||0||
33.8444||1||10||7||60||0||
27.988||1||9||7||60||0||
117.748||0||8||7||10||1||
179.003||0||0||9||100||1||
111.445||1||9||7||40||0||
23.0508||1||0||9||100||0||
60.2625||0||3||7||17||1||
202.487||1||0||9||10||1||
288.579||0||14||8||100||1||
73.1186||1||14||7||99||0||
49.8191||1||10||7||40||0||
212.803||0||0||9||69||1||
22.3688||1||0||9||70||0||
109.043||1||0||9||10||0||
106.805||1||0||9||89||0||
306.764||0||7||6||10||1||
87.7684||1||11||7||90||1||
203.44||1||0||9||90||0||
232.493||0||5||8||59||0||
113.065||1||3||7||45||0||
205.694||0||0||9||100||1||
122.004||1||0||9||100||1||
38.9906||1||0||9||100||0||
211.142||1||0||9||60||0||
138.931||1||0||9||72||1||
123.255||1||0||9||90||0||
142.01||1||11||7||49||0||
104.625||1||0||9||39||1||
63.1316||1||0||9||90||0||
82.0431||1||0||9||50||1||
36.8245||1||0||9||100||0||
140.08||0||6||7||17||1||
118.837||1||6||7||40||1||
75.2173||1||0||9||100||0||
109.408||1||0||9||10||1||
85.6243||1||0||9||77||0||
36.0671||1||0||9||22||0||
82.8597||1||4||7||10||0||
43.6384||1||0||9||20||0||
198.497||1||0||9||40||0||
67.7813||1||0||9||40||1||
109.1||1||0||9||100||0||
50.807||1||0||9||100||0||
101.363||1||0||7||15||0||
220.962||0||0||9||100||1||
176.503||1||8||7||29||1||
54.0402||1||0||9||29||0||
127.089||1||0||7||17||0||
162.105||1||0||9||50||1||
97.996||1||0||9||60||0||
167.296||0||0||9||100||1||
150.259||0||0||9||100||0||
83.4945||1||0||9||90||0||
78.0502||1||5||7||20||0||
178.621||1||0||9||50||0||
114.736||1||0||9||10||0||
99.121||0||0||9||60||1||
233.452||0||4||8||59||0||
142.114||0||6||7||37||0||
71.5886||1||0||9||60||0||
55.3338||1||10||7||90||0||
81.9254||1||0||9||52||0||
23.9535||1||0||9||40||0||
108.065||1||3||6||40||0||
68.1843||1||0||9||100||1||
52.5303||1||0||9||40||1||
44.9943||1||0||9||40||0||
318.8||0||0||9||90||0||
68.2945||1||0||9||88||0||
100.264||1||4||7||18||1||
85.6551||0||0||9||100||0||
58.6727||1||0||9||50||0||
153.393||1||0||9||98||0||
157.761||1||0||9||30||0||
178.489||1||0||9||30||0||
130.541||0||15||7||15||1||
130.469||1||13||7||30||1||
71.567||1||0||9||62||1||
174.734||1||14||7||90||1||
56.368||1||12||7||89||0||
114.63||1||12||7||90||0||
94.1432||1||10||7||50||0||
112.013||1||13||7||90||0||
121.297||1||12||7||70||0||
117.746||0||0||9||68||0||
111.841||1||7||7||29||0||
116.6||1||10||7||20||1||
115.421||1||0||9||82||1||
235.789||0||0||9||100||1||
170.597||0||0||9||100||1||
