292.079||0||14||8||100||0||
288.579||0||14||8||100||1||
216.725||0||14||8||100||1||
197.186||0||14||8||100||1||
89.4243||0||14||8||100||1||
52.7106||1||13||8||100||0||
46.6685||1||13||8||100||1||
29.5242||1||13||8||100||0||
26.9496||1||13||8||100||0||
28.6342||1||13||8||100||1||
29.6976||1||13||8||100||1||
30.1102||1||13||8||100||0||
31.7716||1||13||8||100||1||
35.4481||1||12||8||100||0||
29.7827||1||12||8||99||1||
23.2368||1||12||8||97||0||
23.2034||1||12||8||97||1||
23.4024||1||11||8||97||0||
25.0249||1||11||8||97||0||
23.4905||1||11||8||97||1||
23.6244||1||11||8||97||0||
23.5923||1||11||8||96||0||
22.6364||1||11||8||96||0||
23.9516||1||10||8||95||0||
23.8199||1||10||8||95||0||
23.9778||1||10||8||94||0||
23.761||1||10||8||94||0||
23.9292||1||10||8||93||0||
23.8007||1||10||8||93||1||
23.6452||1||10||8||93||0||
23.9055||1||9||8||93||0||
23.673||1||9||8||93||0||
23.2097||1||9||8||93||0||
24.2424||1||9||8||93||0||
26.7195||1||9||8||83||0||
31.474||1||9||8||83||0||
37.0238||1||9||8||83||1||
37.1318||1||8||8||83||0||
39.1274||1||8||8||83||0||
33.7985||1||8||8||83||0||
23.8142||1||8||8||83||0||
36.3134||1||8||8||83||0||
41.5698||1||7||8||82||0||
43.3793||1||7||8||82||1||
68.8281||1||7||8||80||1||
69.7554||1||7||8||80||1||
79.2928||1||7||8||79||0||
91.86||1||6||8||79||0||
104.522||1||6||8||59||0||
119.14||1||6||8||59||1||
144.311||1||6||8||59||1||
220.4||1||5||8||59||0||
233.133||1||5||8||59||0||
236.701||0||5||8||59||0||
232.493||0||5||8||59||0||
233.452||0||4||8||59||0||
243.857||0||4||8||59||1||
259.872||0||4||8||59||1||
316.149||0||15||7||59||1||
270.041||0||15||7||59||1||
279.346||0||15||7||59||1||
226.05||0||15||7||59||1||
133.9||0||14||7||59||0||
125.137||0||14||7||59||0||
127.632||0||14||7||59||0||
74.6282||1||14||7||59||1||
59.1753||1||13||7||49||0||
23.2303||1||12||7||49||0||
23.4341||1||12||7||39||0||
23.7657||1||11||7||29||0||
234.265||0||11||7||19||0||
123.24||1||11||7||19||1||
118.365||1||10||7||19||0||
108.806||1||10||7||19||0||
100.522||1||10||7||19||0||
94.342||1||10||7||19||0||
88.261||1||10||7||19||1||
87.5577||1||9||7||19||0||
80.2386||1||9||7||19||0||
73.0597||1||9||7||19||0||
66.9775||1||9||7||9||0||
56.6016||1||8||7||9||0||
49.9737||1||8||7||9||1||
46.2427||1||8||7||9||0||
36.3022||1||8||7||9||0||
26.7375||1||8||7||9||0||
23.8736||1||8||7||9||1||
23.9866||1||7||7||9||0||
23.5378||1||7||7||9||1||
105.68||1||0||9||90||1||
101.771||1||0||9||90||1||
96.4761||1||0||9||90||0||
86.7992||1||0||9||90||0||
80.9807||1||0||9||90||0||
76.6972||1||0||9||90||0||
73.2775||1||0||9||90||0||
71.8327||1||0||9||90||0||
71.7093||1||0||9||90||0||
72.9189||1||0||9||90||0||
75.7815||1||0||9||90||0||
79.6201||1||0||9||90||0||
80.0849||1||0||9||90||0||
78.8104||1||0||9||90||0||
66.7805||1||0||9||90||0||
65.2257||1||0||9||90||1||
63.1786||1||0||9||90||0||
58.5192||1||0||9||90||0||
56.1758||1||0||9||90||0||
55.9503||1||0||9||90||1||
